"Módulo de Análise: Origem de Dados da Coleta";
"Data de solicitação 09/11/2018";
"Período Solicitado de 01/07/2018 até 31/08/2018";
"Agente";"Ponto / Grupo";"Data";"Hora";"Ativa C (kWh)";"Ativa G (kWh)";"Qualidade";"Origem";
"RONDINHA";"SCINVDUINVD01 (L)";29/08/2018;21;0,000;529,242;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";29/08/2018;22;0,000;509,372;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";29/08/2018;23;0,000;505,540;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";29/08/2018;24;0,000;499,645;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;1;0,000;491,484;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;2;0,000;488,948;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;3;0,000;488,783;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;4;0,000;488,796;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;5;0,000;489,102;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;6;0,000;488,876;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;7;0,000;489,125;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;8;0,000;489,206;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;9;0,000;489,077;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;10;0,000;489,072;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;11;0,000;489,323;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;12;0,000;489,323;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;13;2,796;346,154;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;14;0,814;800,201;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;15;5,946;306,907;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;16;8,777;0,000;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;17;3,795;666,512;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;18;0,000;931,078;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;19;0,000;880,233;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;20;6,494;326,273;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;21;10,928;0,000;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;22;4,542;655,639;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;23;0,000;925,422;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";30/08/2018;24;0,000;879,876;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;1;8,530;114,094;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;2;9,499;0,000;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;3;2,765;805,687;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;4;0,000;887,285;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;5;1,323;740,474;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;6;9,648;0,000;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;7;9,650;0,000;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;8;0,838;982,026;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;9;0,000;879,833;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;10;4,689;469,540;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;11;10,641;0,000;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;12;9,422;111,296;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;13;0,000;1.041,221;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;14;0,000;880,947;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;15;4,790;403,308;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;16;8,665;0,000;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;17;6,129;354,642;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;18;0,000;985,674;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;19;0,000;880,048;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;20;5,930;355,580;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;21;9,905;0,000;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;22;3,374;756,601;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;23;0,000;941,637;"Completo";"COLETA DIÁRIA";
"RONDINHA";"SCINVDUINVD01 (L)";31/08/2018;24;0,000;879,733;"Completo";"COLETA DIÁRIA";
